"mean","sd","lower","median","upper","mode","kld","param","model","region","Disease"
-0.551956663672149,1.03369290451201,-2.58038445547095,-0.550443919743734,1.47118570427469,-0.549572095833906,2.20793516694621e-09,"Intercept","mod","AFR","Dengue"
0.193401083431684,0.160040395812283,-0.120019911871066,0.193208713138611,0.507914611759076,0.193207635882135,6.1683612705592e-10,"biodiv_intact","mod","AFR","Dengue"
0.118565870581848,0.149270731348522,-0.173014686231746,0.118154910224147,0.412496927446278,0.118156516966079,1.97918206810666e-09,"crop_expansion","mod","AFR","Dengue"
0.471740774660625,0.15425414992398,0.179599299946444,0.46793361214332,0.785969762316558,0.468037013192072,1.37191528455402e-07,"evi_dissimilarity","mod","AFR","Dengue"
0.948991280168795,0.240962175192827,0.474857227089107,0.949435802138572,1.42062023944632,0.949445482701629,1.7455558878486e-09,"forest_cover","mod","AFR","Dengue"
-0.043776957216401,0.123045740539638,-0.285146981933468,-0.043763690435492,0.197510942908232,-0.0437655547595603,1.27389337763646e-11,"forest_loss","mod","AFR","Dengue"
-0.466813466438166,0.218120264390383,-0.900236923858196,-0.464990384860194,-0.0437075686867157,-0.464981424617234,1.94669132115458e-08,"precip_change","mod","AFR","Dengue"
-0.301585300026773,0.169988697733158,-0.635325489106662,-0.301517745920779,0.031768926255423,-0.301518764042971,6.52959835682689e-10,"protected_areas","mod","AFR","Dengue"
0.235296694449061,0.239151946743382,-0.229895829662809,0.233839046141837,0.708798715875132,0.233844558367033,1.04445989586534e-08,"social_vulnerability","mod","AFR","Dengue"
0.326852167573155,0.400164068026847,-0.469673411057248,0.330719854710997,1.10154518703158,0.330756768265453,2.41924525801259e-08,"tmean_change","mod","AFR","Dengue"
1.62559427721881,0.233427273007104,1.16548391178946,1.62630141596737,2.08277501452302,1.62660236674294,4.39611863159775e-09,"urban_cover","mod","AFR","Dengue"
-0.519639970805962,0.194554960066404,-0.899601333057541,-0.520230903061069,-0.13631876517038,-0.520233605759337,2.43895318659493e-09,"health_travel_log","mod","AFR","Dengue"
